id,concat_comments
627349137,Mice are in the buildings walls  bathroom was disgusting with thick dirt on toilet  and shower mate was cloth and smelled of mildew  dishes where dirty
626809238,Roach at check in  live mouse day    dead mouse on floor end of day    water leak from wall  fridge had stains on surfaces  bar stools covered with crumbs  floor sticky in spots 
621669099,Floor had food crumbs and hair all over  especially the rug 
630121342,Your blinds are messed up I just don t want you to think I did that but other then that I loved it
624934962,When we arrived  it was obvious that countertops had not been wiped down thoroughly as there were multiple watermark rings evident  Some glasses and plates were stuck to cabinet shelves  or hadnt been clean fully in the dishwasher  so they had to be ran in the dishwasher again  There were hairs in one of the bathroom sinks  and the trash had not been emptied in the other bathroom  There was also a large sticky spot right at the apartment entry kitchen area that we had to mop down    Given the obvious lack of attention given to clean and the current pandemic situation  we had to wipe the whole place down with disinfecting wipes when we arrived  as we werent sure which other areas  light switches  door handles  etc  could have possibly been missed 
625264935,The rug needed to be vacuumed as there was hair everywhere  The dishes in the cabinets were not clean 
652851634,Just minor details of mopping and dishes
512754967,Hallway floors were sticky  I tried to vacuum but the vacuum that was there just spouted more stuff out than in 
341715111,The place could use a new shower curtain  but otherwise all the rest was clean
627810088,The kitchen trash dispenser had trash from a previous renter  Also we found a piece of cloth in one of the bedrooms 
672710113,The whole place felt a bit grimy  all the dishes has a grease film on them and had to be washed before using  the table was dirty and it was not well dusted    You could tell it wasnt clean well   Most Airbnbs are clean because the owners take pride in them   This felt more like a budget motel in terms of cleanliness 
621054093,Dishes weren t washed properly  Some were still dirty and placed in the cabinets
420774671,There was an odd smell emanating from the bathroom  but to be fair  it may have been and issue in multiple floors of the building not owned by Zencity 
564354456,Sofa in the living area hat some serious stains on it 
621072318,There was a mouse in the kitchen  and we didnt leave food out 
621669753,Dishwasher leaks 
531889080,La seule raison que je ne donne pas cinq  toile c est que le balcon  tait tr s sale et pour cette raison nous n avons pas profiter de s assoir dehors   
618022259,The bathroom witthe window had a toilet that probably cant get clean   possibly due to age  The first impression was that it was dirty but I dont think that was the case  Also   with the wood blind in the shower there was paint peeling and there was a smell of wet wood  However  overall we loved the place  We are mentioning this to help improve it 
664080907,The towels and sheets were very crisp and clean  Overall we had a great experience but these are some areas that need to be addressed especially for the price of the stay  The floor was dirty  Base boards were dirty and had water damage  the shower had mildew along the base  the garbage can was dirty as was the wall behind the garbage can there was old garbage on the wall  The blinds were broken and the toilet paper rack fell off the wall during regular usage 
622864247,After I left host asked me to pay for a Pillow that was drawn on which was not for me for a payment of     which I accepted and paid  which I should not have  after that then they requested another    for the same issue 
